blob_name,gender,age,emotion_class,emotion_subclass
positive/happy/a435edd9-31f6-42dc-9f48-78b0e090ea57.wav,M,,positive,happy
positive/happy/e460dcf0-b228-4e1b-af6f-eb4f76c5d27c.wav,M,,positive,happy
positive/happy/b8a11799-aa71-4321-82c3-763c8b88a696.wav,M,,positive,happy
positive/happy/54231285-5afa-4fe2-9dba-c9681dc740de.wav,M,,positive,happy
neutral/111b6f2a-13c6-40ea-9295-b17281090536.wav,F,,neutral,
neutral/4b764903-dd5c-4685-931e-64deba29c3a1.wav,F,,neutral,
neutral/ec8afdb9-b6f1-410c-9b88-a918e581c468.wav,F,,neutral,
neutral/147a87d4-23f6-4bc3-9764-670b4da65a6f.wav,F,,neutral,
neutral/d71a2e43-0e3b-489f-8c72-ceec432f4bfe.wav,M,,neutral,
neutral/743a39d7-2a8a-479a-8153-c4cf79f54895.wav,M,,neutral,
neutral/bda9236d-eb83-4f80-91f4-8b49d47a8c4c.wav,M,,neutral,
neutral/98f7427e-414f-464f-85b7-b9334304e462.wav,M,,neutral,
neutral/a533b806-a781-42f0-9922-b6e85a1feec0.wav,M,,neutral,
neutral/0330d0fd-5ab7-48dd-b5b5-af74ef262792.wav,M,,neutral,
neutral/c1876e9e-7d6e-441b-8cdb-0517d5d4ca4d.wav,M,,neutral,
neutral/056c486d-e393-4eab-b77f-85078507775d.wav,M,,neutral,
neutral/8a44e5fc-8baa-4e45-94a1-edccb95a23e6.wav,M,,neutral,
neutral/6b6a81b6-c2c9-4218-babe-e15df6204e0a.wav,M,,neutral,
neutral/6687ba95-0ced-4252-9b28-856df8a9c3a9.wav,M,,neutral,
neutral/8981c35e-6b03-4e97-948b-30925b29644e.wav,M,,neutral,
neutral/97f9bb3d-1129-4b0f-9501-c1a742492225.wav,M,,neutral,
neutral/8e07797b-0048-4d57-abff-c90ae6867aca.wav,M,,neutral,
neutral/a0d60ab9-f5a8-4ffe-89a8-3ff8dae84c11.wav,M,,neutral,
neutral/17483940-c619-430f-91fa-20283105af0c.wav,M,,neutral,
neutral/cadcef5f-3bb9-4fd1-823a-8e969aaa165c.wav,M,,neutral,
neutral/9b1bfa48-07fa-4438-8c5e-828062996936.wav,M,,neutral,
neutral/f775a319-776c-459f-970e-5de16a025b53.wav,M,,neutral,
neutral/e75ebdd9-8d38-4aaf-b4eb-f711b44862b8.wav,M,,neutral,
neutral/5fde08c8-94d0-4e3e-8bb5-ad16fe9fa83d.wav,M,,neutral,
neutral/7992ddfd-92f1-4a1f-8459-52df4ac49304.wav,M,,neutral,
neutral/abd59d1a-4fa6-4eed-8ca6-23b540974d11.wav,M,,neutral,
neutral/9a0bee3b-17c3-4aad-9f7c-e3b77c746e08.wav,M,,neutral,
neutral/747e1cfb-8866-4ef6-ad19-3d70302eb79e.wav,M,,neutral,
neutral/a848d22e-4390-495a-952a-db0be878b65a.wav,M,,neutral,
neutral/bd6037bc-2a4f-41d9-be10-22600fb7c45a.wav,M,,neutral,
neutral/25166b3e-efbf-4c1d-963f-11f700266b16.wav,M,,neutral,
neutral/6feef7a2-026d-4843-8214-3d31808edfa5.wav,M,,neutral,
neutral/652a90ed-34da-4ccb-9e95-3dca267d557a.wav,M,,neutral,
neutral/dbd3392e-9d94-495e-8599-080719ad7ad8.wav,M,,neutral,
neutral/2ba8bdfe-280e-49f9-a56e-e00aad49a4c3.wav,M,,neutral,
neutral/07e97a85-6280-41ca-98a8-bbd71c19379a.wav,M,,neutral,
neutral/f9e41299-bb54-4da7-9710-6e1ed4884649.wav,M,,neutral,
neutral/fdee8054-4de9-44d8-b85e-48f8558214e0.wav,M,,neutral,
neutral/4b11fd6e-8570-4ce9-9f86-1918bc99cc76.wav,M,,neutral,
neutral/fb30d158-5b14-411e-82af-55928d5e2751.wav,M,,neutral,
neutral/203a61a2-1c1c-49f7-ab29-d3b145ca574c.wav,M,,neutral,
neutral/91e9d5bc-9a1c-4a25-9a9d-872c3b6ae7e7.wav,M,,neutral,
neutral/c032d13f-65cf-40f4-8218-eb7ab674718a.wav,M,,neutral,
neutral/e40278f1-8cc2-464f-a5c0-4d23936e5e9e.wav,M,,neutral,
neutral/a577bf29-9169-47c2-bb50-b9b63ec5bd21.wav,M,,neutral,
neutral/3c98ba15-951b-4c94-b97b-d4cc0a38f7b0.wav,M,,neutral,
neutral/22b03c4d-4a47-4c9a-8601-cb8e6f90ccf3.wav,M,,neutral,
neutral/008caed4-8c9c-445a-946e-3cf7e1a61dad.wav,M,,neutral,
neutral/cfaecf0e-ce31-4eaf-aff3-37a67441f3dc.wav,M,,neutral,
neutral/6c02e482-c83a-4497-a32b-cc08b60e78d4.wav,M,,neutral,
neutral/2969d5ce-fd0d-406e-abd9-6a841f264c74.wav,M,,neutral,
neutral/6a2ffe1e-b9f5-422c-ba7f-10e11dc182be.wav,M,,neutral,
neutral/594325ac-cf89-4d90-b963-d5a8451af02b.wav,M,,neutral,
neutral/39a3488a-ef7b-4dba-81c1-7049b4b03b29.wav,M,,neutral,
neutral/a4762078-3100-4017-821c-0117fa1afc29.wav,M,,neutral,
neutral/e882d21c-e35e-42a7-8140-6840d91de35f.wav,M,,neutral,
neutral/8c6fad64-0516-4022-920f-a824d7593d00.wav,M,,neutral,
neutral/576892ff-aca1-4087-a593-fab837d854ee.wav,M,,neutral,
neutral/cb7665da-dd4c-4953-be09-36ff146c369c.wav,M,,neutral,
neutral/a5ca9d0e-c441-4c24-9d25-c22b09fec8d0.wav,M,,neutral,
neutral/941b0a59-c66c-476a-aa71-0ff539973a35.wav,M,,neutral,
neutral/c26f4791-796d-4ea0-8b2d-c637b7211895.wav,M,,neutral,
neutral/c74c69aa-e9ec-4715-83c8-a20eb978ca91.wav,M,,neutral,
neutral/15598d11-3270-4e4c-99e8-5875975d80b7.wav,M,,neutral,
neutral/22c2c71e-29d6-487f-8d77-ca6fc5feb2e3.wav,M,,neutral,
neutral/3475b7ba-d426-45ad-943f-3e11d9e6ef51.wav,M,,neutral,
neutral/3f00734b-ab3e-47de-b88c-12fe49cc6bae.wav,M,,neutral,
neutral/57600477-b484-4a21-99bd-2e7bf0180d7b.wav,M,,neutral,
neutral/fcc097bb-7bea-4dd9-836d-9392000eda82.wav,M,,neutral,
neutral/a62ec49e-d25d-4cdf-b710-251cb273e9bb.wav,M,,neutral,
neutral/233f3781-6df2-4e48-8134-c36020f35809.wav,M,,neutral,
neutral/45d536b3-dff0-432b-b92d-777117b5461e.wav,M,,neutral,
neutral/96e6f72c-4c90-4fbc-b22e-66b3085fd1b9.wav,M,,neutral,
neutral/57bd5991-ebb3-45f2-a872-9162d9fdc5d0.wav,M,,neutral,
neutral/9f29675b-d392-4c62-ae4d-0614faa340cb.wav,M,,neutral,
neutral/4007bcca-e596-46fd-9bf3-625d6e6acbe6.wav,M,,neutral,
neutral/bdd9e90f-0138-48f8-8b8d-8a755a437b5d.wav,M,,neutral,
neutral/876bc091-dea3-4872-ba70-79de5d811ee9.wav,M,,neutral,
neutral/23f0b77f-081d-4c78-9bd3-947f9185fdf8.wav,M,,neutral,
neutral/c7a79b8a-73f1-4fe7-97b4-5d303f7afac7.wav,M,,neutral,
neutral/7fa37ec7-3b3e-4657-880e-47e3779b5180.wav,M,,neutral,
neutral/14a9e399-aae2-4ea4-a3c4-664ec6cb32e8.wav,M,,neutral,
neutral/48eb3eba-df21-4128-aef6-2009755d8819.wav,M,,neutral,
neutral/7fa4e4b8-fcbe-4016-9a80-63ba8f2dd345.wav,M,,neutral,
neutral/1d626ee0-79c2-4044-a934-f1df16c164b1.wav,M,,neutral,
neutral/856173b3-aa40-4233-a905-44f496682a67.wav,M,,neutral,
neutral/ac87b2d5-f030-45eb-ba3b-01b874c64791.wav,M,,neutral,
neutral/39b8eab0-a48e-4a02-85d8-cf01ebab4f56.wav,M,,neutral,
neutral/cab94b63-2a4f-4cb1-915a-3076e1818613.wav,M,,neutral,
neutral/d26b5f35-3349-4387-a402-40284dd9c25e.wav,M,,neutral,
neutral/2d05fcad-e91e-419f-b7df-8c869d50beb8.wav,M,,neutral,
neutral/af4a953f-42a4-41bb-af9d-0681d447eae1.wav,M,,neutral,
neutral/ce6e48c3-a549-4989-bfde-635cb42f4a7c.wav,M,,neutral,
neutral/edc839a9-366f-4fb6-965b-874626700f72.wav,M,,neutral,
neutral/0ff2d1b9-0b48-4909-83a7-b5d1cac5ba87.wav,M,,neutral,
neutral/b6fb2732-3855-4dda-8287-adc37494d0f1.wav,M,,neutral,
neutral/f757e6a3-1358-428e-956c-f2b9e5fd51dd.wav,M,,neutral,
neutral/a318f848-5f3a-4e90-a0fb-28a84f06b851.wav,M,,neutral,
neutral/fab9b567-c6f0-4a5b-952a-4ed0ca1c17db.wav,M,,neutral,
negative/sad/12a31ddc-9bf5-4398-a3d4-8a72792b2b84.wav,F,,negative,sad
negative/sad/653145e2-1c74-4196-b22d-123e88b502cb.wav,F,,negative,sad
negative/sad/9d8d4f0a-17dd-4722-8cf2-5a44ab7d8500.wav,F,,negative,sad
negative/sad/67c29ced-b37a-4a6c-8b29-c1ab087ac8c0.wav,F,,negative,sad
negative/sad/5d6c9163-7ff7-4fec-8547-32520eb9c0fd.wav,F,,negative,sad
negative/sad/bed6f63e-1edf-4ba7-b5a9-2eea4e70fc5a.wav,F,,negative,sad
negative/sad/5e87f975-7089-4897-a53c-7d262154bf9f.wav,M,,negative,sad
negative/sad/544ce4cd-d530-4786-a1f3-55998707f37d.wav,M,,negative,sad
negative/sad/f3d99fdf-d0f5-4ceb-a826-20c44652bda1.wav,M,,negative,sad
negative/sad/53aec30f-913b-4a7c-9ea7-9c4a31558dfe.wav,M,,negative,sad
negative/sad/0a8315a2-a3a1-4b64-aa14-b59c41b63f45.wav,M,,negative,sad
negative/sad/65976f09-9eb5-4657-814b-d4ab3d7b32ce.wav,M,,negative,sad
negative/sad/dc2e5a6c-b82f-4a77-b8ca-5c5e1ef059ad.wav,M,,negative,sad
negative/sad/73029f4c-8503-4334-85a7-ba023d744486.wav,M,,negative,sad
negative/sad/21b52701-033b-412e-98fe-19f15ff2357f.wav,M,,negative,sad
